Book Date,  Description,  Book Balance,  Credit,  Debit,  Value Date,  Ref/Chq NO,  Transaction Branch
, NEFT Cr ECMS-UTIB0000282-CMRLTD151LCU101328-S.M METALS-921020010836396,," 1,500,000.00",, 23/02/2026, AXOMB05402114299, FORT
, RTGS Cr ECMS-ICIC0000011-CMRLTD151LCU101303-DEEPAK TRADERS-036705501505,," 500,000.00",, 23/02/2026, ICICR42026022300584702, FORT
, FT Cr ECMS-CMRLTD151LCU101401-PR METAL ALLOYS-50200066711522,," 2,584,200.00",, 23/02/2026, 1483695602, CBX Internet System Mumbai
, FT Cr ECMS-CMRGR1100LCU101816-BANSAL STEEL-50200081672661,," 2,204,830.00",, 23/02/2026, 1483708431, CBX Internet System Mumbai
, R. K Printers -1100B0226015559,,,"-5,310.00", 23/02/2026, HDFCH00820425067," NETBANK, MUMBAI"
, P.J. Networks -1100B0226015558,,,"-44,840.00", 23/02/2026, HDFCH00820434513," NETBANK, MUMBAI"
, BOMBAY STATION-1100B0226015517,,,-873.2, 23/02/2026, HDFCH00820434517," NETBANK, MUMBAI"
, RIYA ENTERPRIS-1100B0226015525,,,-944, 23/02/2026, HDFCH00820435392," NETBANK, MUMBAI"
, SYNTROPIC SOLU-1100B0226015534,,,"-28,320.00", 23/02/2026, HDFCH00820434522," NETBANK, MUMBAI"
, THE CAMELLIAS -1100B0226015514,,,"-43,296.00", 23/02/2026, HDFCH00820434037," NETBANK, MUMBAI"
, POOJA TYAGI-1100B0226015520,,,"-54,000.00", 23/02/2026, HDFCH00820434528," NETBANK, MUMBAI"
, Jubi Pack-1100B0226015509,,,"-645,933.80", 23/02/2026, 602236118514," NETBANK, MUMBAI"
, MAKE MY TRIP -1100B0226015521,,,"-6,966.00", 23/02/2026, HDFCH00820434534," NETBANK, MUMBAI"
, Mahesh Agencie-1100B0226015518,,,"-11,439.33", 23/02/2026, HDFCH00820432772," NETBANK, MUMBAI"
, Sharma Steels -1100B0226015557,,,"-459,031.80", 23/02/2026, 602236198229," NETBANK, MUMBAI"
, Sangam Hardwar-1100B0226015551,,,"-149,919.00", 23/02/2026, 602236198339," NETBANK, MUMBAI"
, VIKAS HARDWARE-1100B0226015511,,,"-41,634.03", 23/02/2026, 602236118518," NETBANK, MUMBAI"
, WASTE TO ENERG-1100B0226015535,,,"-1,446,179.08", 23/02/2026, 602236140037," NETBANK, MUMBAI"
, KRISHNA ELECTR-1100B0226015530,,,"-38,615.98", 23/02/2026, 602236140015," NETBANK, MUMBAI"
, SCOPE OVERSEAS-1100B0226015538,,,"-2,494,786.50", 23/02/2026, 602236143537," NETBANK, MUMBAI"
, HOTEL SARVOTTA-1100B0226015519,,,"-54,237.26", 23/02/2026, 602236140048," NETBANK, MUMBAI"
, MUNDHRA BROTHE-1100B0226015501,,,"-65,741.00", 23/02/2026, 602236114288," NETBANK, MUMBAI"
, Shree Ram Ente-1100B0226015552,,,-826, 23/02/2026, HDFCH00820432777," NETBANK, MUMBAI"
, SETH AIR PRODU-1100B0226015584,,,"-2,891.00", 23/02/2026, HDFCH00820432168," NETBANK, MUMBAI"
, N.C.R. BHARATG-1100B0226015583,,,"-180,969.04", 23/02/2026, 602236198287," NETBANK, MUMBAI"
, WATRANA RENTAL-1100B0226015582,,,"-172,265.35", 23/02/2026, 602236198285," NETBANK, MUMBAI"
, Ankit Enterpri-1100B0226015573,,,"-200,135.66", 23/02/2026, 602236198263," NETBANK, MUMBAI"
, SHRI BALA JI F-1100B0226015602,,,"-16,845.00", 23/02/2026, 602236198333," NETBANK, MUMBAI"
, As Equipment P-1100B0226015568,,,"-75,245.18", 23/02/2026, 602236198253," NETBANK, MUMBAI"
, WASTE TO ENERG-1100B0226015606,,,"-1,974,117.61", 23/02/2026, 602236198345," NETBANK, MUMBAI"
, QAPITA EQUITYT-1100B0226015611,,,"-135,000.00", 23/02/2026, 602236211812," NETBANK, MUMBAI"
, PREMIER ROAD C-1100B0226015588,,,"-1,980.00", 23/02/2026, 602236198300," NETBANK, MUMBAI"
, FS Internation-1100B0226015567,,,"-107,616.00", 23/02/2026, 602236198251," NETBANK, MUMBAI"
, ROYAL ELECTRIC-1100B0226015589,,,"-18,880.00", 23/02/2026, 602236198302," NETBANK, MUMBAI"
, VIKAS HARDWARE-1100B0226015576,,,"-4,012.94", 23/02/2026, 602236198271," NETBANK, MUMBAI"
, MUNDHRA BROTHE-1100B0226015579,,,"-187,950.31", 23/02/2026, 602236198279," NETBANK, MUMBAI"
, RTGS Cr-KKBK0000958-CMR GREEN TECHNOLOGIES LIMITED-CMR GREEN TECHNOLOGIES LIMITED-KKBKR52026022300368635,," 4,524,756.30",, 23/02/2026, KKBKR52026022300368635, FORT
, AUTO SWEEPOUT TO CMR GREEN TECHNOLOGI 57500000342857,," 1,205,216.82",, 23/02/2026,, FARIDABAD HARYANA
2/24/2026,Opening balance,"-52,226,186.65",,,,,
, RTGS Cr ECMS-KKBK0000958-CMRGR1100LCU101691-VEDANSH TRADING-3850190839,," 7,740,000.00",, 24/02/2026, KKBKR12026022400617052, FORT
, NEFT Cr ECMS-UTIB0000282-CMRLTD151LCU101328-S.M METALS-921020010836396,," 749,000.00",, 24/02/2026, AXOMB05502003329, FORT
, CERA THERMAL T-1100B0226015510,,,"-2,449,856.08", 24/02/2026, HDFCH00820650748," NETBANK, MUMBAI"
, Axcel Gases-1100B0226015560,,,"-18,708.90", 24/02/2026, HDFCH00820650750," NETBANK, MUMBAI"
, G.C. Cargo Mov-1100B0226015575,,,"-54,411.02", 24/02/2026, HDFCH00820654032," NETBANK, MUMBAI"
, Jyoti Engineer-1100B0226015562,,,"-197,740.40", 24/02/2026, HDFCH00820651668," NETBANK, MUMBAI"
, Shree Bhawal M-1100B0226015572,,,"-10,632.98", 24/02/2026, HDFCH00820654083," NETBANK, MUMBAI"
, MITTAL DEALS-1100B0226015577,,,"-8,667.92", 24/02/2026, HDFCH00820651687," NETBANK, MUMBAI"
, Sharma Trading-1100B0226015571,,,"-146,261.77", 24/02/2026, HDFCH00820652410," NETBANK, MUMBAI"
, Pacific Electr-1100B0226015565,,,"-5,870.50", 24/02/2026, HDFCH00820653677," NETBANK, MUMBAI"
, S.S. Movers -1100B0226015569,,,"-837,520.00", 24/02/2026, HDFCH00820654123," NETBANK, MUMBAI"
, Unique Furnace-1100B0226015564,,,"-227,238.50", 24/02/2026, HDFCH00820654897," NETBANK, MUMBAI"
, JK CIVIL CONST-1100B0226015504,,,"-1,061,865.67", 24/02/2026, HDFCH00820654963," NETBANK, MUMBAI"
, Vinay Trading -1100B0226015553,,,"-16,852.76", 24/02/2026, HDFCH00820651740," NETBANK, MUMBAI"
, Parmanand Tiwa-1100B0226015502,,,"-9,000.00", 24/02/2026, HDFCH00820652656," NETBANK, MUMBAI"
, Hind Terminals-1100B0226015515,,,"-384,806.81", 24/02/2026, HDFCH00820654210," NETBANK, MUMBAI"
, JMD METALS REC-1100B0226015546,,,"-2,477,904.92", 24/02/2026, HDFCH00820652730," NETBANK, MUMBAI"
, Kasting House-1100B0226015555,,,"-319,933.40", 24/02/2026, HDFCH00820652824," NETBANK, MUMBAI"
, YOTTA NETWORK -1100B0226015531,,,"-18,000.17", 24/02/2026, HDFCH00820654279," NETBANK, MUMBAI"
, KANHIYA GUPTA-1100B0226015512,,,"-104,400.00", 24/02/2026, HDFCH00820655902," NETBANK, MUMBAI"
, FINE TEXTURES -1100B0226015533,,,"-37,584.00", 24/02/2026, HDFCH00820654452," NETBANK, MUMBAI"
, Usha Electric -1100B0226015574,,,-778.8, 24/02/2026, HDFCH00820651879," NETBANK, MUMBAI"
, Continental Th-1100B0226015506,,,"-13,012.00", 24/02/2026, HDFCH00820651881," NETBANK, MUMBAI"
, Kartik Packing-1100B0226015570,,,"-121,084.98", 24/02/2026, HDFCH00820657893," NETBANK, MUMBAI"
, PVA ALLOYS-1100B0226015541,,,"-878,590.80", 24/02/2026, HDFCH00820655324," NETBANK, MUMBAI"
, SEWA EXPORTS-1100B0226015522,,,"-72,540.00", 24/02/2026, HDFCH00820666392," NETBANK, MUMBAI"
, GULAFSHA GUPTA-1100B0226015524,,,"-10,115.10", 24/02/2026, HDFCH00820669075," NETBANK, MUMBAI"
, LARSEN TOUBR-1100B0226015526,,,"-196,819.56", 24/02/2026, HDFCH00820667450," NETBANK, MUMBAI"
, SIDHSHREE COMP-1100B0226015528,,,"-40,916.51", 24/02/2026, HDFCH00820666453," NETBANK, MUMBAI"
, Davy Air Servi-1100B0226015547,,,"-38,356.77", 24/02/2026, HDFCH00820668240," NETBANK, MUMBAI"
, Pyrotek India -1100B0226015550,,,"-102,573.00", 24/02/2026, HDFCH00820669089," NETBANK, MUMBAI"
, A R STEEL-1100B0226015581,,,"-2,360,675.88", 24/02/2026, HDFCH00820673320," NETBANK, MUMBAI"
, SARU AIKOH CHE-1100B0226015587,,,"-342,908.00", 24/02/2026, HDFCH00820672288," NETBANK, MUMBAI"
, LIMRA STEELS-1100B0226015592,,,"-61,017.80", 24/02/2026, HDFCH00820670862," NETBANK, MUMBAI"
, R J ENTERPRISE-1100B0226015597,,,"-24,721.00", 24/02/2026, HDFCH00820670869," NETBANK, MUMBAI"
, LOGISNEXT INDI-1100B0226015594,,,"-332,393.48", 24/02/2026, HDFCH00820673340," NETBANK, MUMBAI"
, KM POWER AND F-1100B0226015598,,,"-18,135.00", 24/02/2026, HDFCH00820675096," NETBANK, MUMBAI"
, NABIYA TRADERS-1100B0226015599,,,"-1,301,058.55", 24/02/2026, HDFCH00820673350," NETBANK, MUMBAI"
, HOTEL NEW CLAS-1100B0226015585,,,"-2,488.00", 24/02/2026, HDFCH00820669477," NETBANK, MUMBAI"
, QUALITY TECHNO-1100B0226015593,,,"-60,480.00", 24/02/2026, HDFCH00820669478," NETBANK, MUMBAI"
, GEMINI EQUIPME-1100B0226015590,,,"-2,142,392.00", 24/02/2026, HDFCH00820675182," NETBANK, MUMBAI"
, JADE SOLUTIONS-1100B0226015586,,,"-178,085.60", 24/02/2026, HDFCH00820676915," NETBANK, MUMBAI"
, JANHVI AUTOWHE-1100B0226015591,,,"-13,036.30", 24/02/2026, HDFCH00820674203," NETBANK, MUMBAI"
, SHARMA METAL-1100B0226015600,,,"-1,699,495.01", 24/02/2026, HDFCH00820673416," NETBANK, MUMBAI"
, FERVENT GLOBAL-1100B0226015595,,,"-1,064,998.40", 24/02/2026, HDFCH00820675988," NETBANK, MUMBAI"
, G.C. Cargo Mov-1100B0226015516,,,"-613,348.50", 24/02/2026, HDFCH00820681599," NETBANK, MUMBAI"
, CRAWFORD BAYLE-1100B0226015543,,,"-1,620,000.00", 24/02/2026, HDFCH00820683934," NETBANK, MUMBAI"
, M.S. Engineeri-1100B0226015556,,,"-38,364.30", 24/02/2026, HDFCH00820681609," NETBANK, MUMBAI"
, Ansh Marketing-1100B0226015610,,,"-150,763.81", 24/02/2026, HDFCH00820683937," NETBANK, MUMBAI"
, REYANSH ENGINE-1100B0226015505,,,"-561,360.00", 24/02/2026, HDFCH00820685098," NETBANK, MUMBAI"
, THINKSTEP SUST-1100B0226015527,,,"-323,915.00", 24/02/2026, HDFCH00820682627," NETBANK, MUMBAI"
, DESIGN GENESIS-1100B0226015507,,,"-235,000.00", 24/02/2026, HDFCH00820684022," NETBANK, MUMBAI"
, SP ENTERPRISE-1100B0226015529,,,"-5,570.52", 24/02/2026, HDFCH00820685196," NETBANK, MUMBAI"
, Foseco India L-1100B0226015554,,,"-67,496.00", 24/02/2026, HDFCH00820682742," NETBANK, MUMBAI"
, SHARMA METAL-1100B0226015542,,,"-2,352,415.50", 24/02/2026, HDFCH00820681671," NETBANK, MUMBAI"
, ARYA OMNITALK -1100B0226015532,,,"-24,480.00", 24/02/2026, HDFCH00820682849," NETBANK, MUMBAI"
, Pankhi Engg. -1100B0226015549,,,"-57,230.00", 24/02/2026, HDFCH00820684129," NETBANK, MUMBAI"
, Lucky Computer-1100B0226015548,,,"-12,708.60", 24/02/2026, HDFCH00820681753," NETBANK, MUMBAI"
, Shri Balaji Tr-1100B0226015563,,,"-46,031.80", 24/02/2026, HDFCH00820685283," NETBANK, MUMBAI"
, SERVICECOM TEC-1100B0226015523,,,"-40,468.99", 24/02/2026, HDFCH00820680516," NETBANK, MUMBAI"
, BHARTIYA CONTR-1100B0226015578,,,"-2,925.00", 24/02/2026, HDFCH00820681762," NETBANK, MUMBAI"
, Gujarat Enviro-1100B0226015561,,,"-22,845.46", 24/02/2026, HDFCH00820686218," NETBANK, MUMBAI"
, DEVSON CATALYS-1100B0226015580,,,"-214,760.00", 24/02/2026, HDFCH00820681769," NETBANK, MUMBAI"
, RTGS Cr ECMS-ICIC0000011-CMRGR1100LCU101807-BANSAL TRADERS-235451000005,," 4,433,500.00",, 24/02/2026, ICICR42026022400502299, FORT
, IMPS CR ECMS-9765-CMRGR1100LCU101791-M R TRADERS-2502219264656841,," 24,000.00",, 24/02/2026, 605508237074, FARIDABAD HARYANA
, FT Cr ECMS-CMRGR1100LCU100221-NIYAZ MOHD TRADING AND CASTING-59209813362326,," 592,000.00",, 24/02/2026, NB7ZTBOWUZDXRM7G," NETBANK, MUMBAI"
, FT-IOCLMDTA343057-Indian Oil Corporation Ltd Delhi,,,"-2,136,560.50", 24/02/2026, 602246944464," NETBANK, MUMBAI"
, Trans Asian Sh-1100B0226015659,,,"-159,298.08", 24/02/2026, 602236752038," NETBANK, MUMBAI"
, MSC MEDITERRAN-1100B0226015670,,,"-14,160.00", 24/02/2026, HDFCH00820981484," NETBANK, MUMBAI"
, ODEX INDIA SOL-1100B0226015671,,,"-945,749.94", 24/02/2026, HDFCH00820983427," NETBANK, MUMBAI"
, ODEX INDIA SOL-1100B0226015643,,,"-237,517.48", 24/02/2026, HDFCH00820983428," NETBANK, MUMBAI"
, IMPS CR ECMS-9052-CMRGR1100LCU101769-AMAN ENTERPRISES-0667202500004701,," 25,000.00",, 24/02/2026, 605541789314, FARIDABAD HARYANA
, IMPS CR ECMS-9052-CMRGR1100LCU101769-AMAN ENTERPRISES-0667202500004701,," 20,000.00",, 24/02/2026, 605541791530, FARIDABAD HARYANA
, IMPS CR ECMS-9751-cmrgr1100lcu101943-MR TRADING CO-89650005280,," 500,000.00",, 24/02/2026, 605510838049, FARIDABAD HARYANA
, FT Cr ECMS-CMRGR1100LCU101982-BAHUBALI NAMO METALLOYS LLP-50200112148180,," 13,467,340.00",, 24/02/2026, 1484287204, CBX Internet System Mumbai
, RTGS Cr ECMS-INDB0000098-CMRGR1100LCU101128-ZOYA METAL-201004634578,," 550,000.00",, 24/02/2026, INDBR32026022400636222, FORT
, MAKE MY TRIP -1100B0226015693,,,"-439,394.73", 24/02/2026, HDFCH00821182729," NETBANK, MUMBAI"
, IMPS CR ECMS-9751-cmrgr1100lcu101943-MR TRADING CO-89650005280,," 300,000.00",, 24/02/2026, 605512041775, FARIDABAD HARYANA
, IMPS CR ECMS-9751-cmrgr1100lcu101943-MR TRADING CO-89650005280,," 50,000.00",, 24/02/2026, 605512043524, FARIDABAD HARYANA
, COMM ON LIQD OF IMP COLL BILL,,,-177, 24/02/2026, 612BC05260550001," KUNDLI, SONEPAT"
, RTGS Cr ECMS-MAHB0000365-CMRGR1100LCU101990-PICK N MOVE METALS PRIVATE LIM-00000060406799345,," 357,540.00",, 24/02/2026, MAHBR52026022423086050, FORT
, RTGS Cr ECMS-ICIC0000368-CMRGR1100LSU102994-U P GREEN RECYCLING CO-358105500284,," 3,000,000.00",, 24/02/2026, ICICR52026022400648613, FORT
, Pathik Patel-1100B0226015712,,,"-8,303.75", 24/02/2026, HDFCH00821659729," NETBANK, MUMBAI"
, Anil Goenka-1100B0226015729,,,-771, 24/02/2026, HDFCH00821664909," NETBANK, MUMBAI"
, Durgesh Naraya-1100B0226015740,,,"-3,760.00", 24/02/2026, HDFCH00821659731," NETBANK, MUMBAI"
, Lovekesh Kumar-1100B0226015742,,,"-4,389.66", 24/02/2026, HDFCH00821664070," NETBANK, MUMBAI"
, Naveen Kumar-1100B0226015707,,,"-5,560.00", 24/02/2026, HDFCH00821664929," NETBANK, MUMBAI"
, Utkarsh Nigam-1100B0226015739,,,"-2,500.00", 24/02/2026, HDFCH00821659736," NETBANK, MUMBAI"
, FT-HDFC555122767-HAPPAY POOL ACCOUNT CMRG,,,"-31,869.45", 24/02/2026, 602247162196," NETBANK, MUMBAI"
, Rahul Jayant-1100B0226015723,,,"-6,936.00", 24/02/2026, 602247162238," NETBANK, MUMBAI"
, Rajesh Kumar K-1100B0226015719,,,"-1,049.00", 24/02/2026, HDFCH00821659741," NETBANK, MUMBAI"
, Ashutosh Anand-1100B0226015721,,,"-2,648.00", 24/02/2026, HDFCH00821662155," NETBANK, MUMBAI"
, Sarvesh kumar-1100B0226015705,,,"-2,150.00", 24/02/2026, 602247162294," NETBANK, MUMBAI"
, Vikas Mishra-1100B0226015745,,,-120, 24/02/2026, HDFCH00821664943," NETBANK, MUMBAI"
, Ajay Dinesh ku-1100B0226015714,,,"-5,300.00", 24/02/2026, 602247162216," NETBANK, MUMBAI"
, Narendra Das-1100B0226015706,,,"-23,958.00", 24/02/2026, HDFCH00821659747," NETBANK, MUMBAI"
, Mahesh Kumar T-1100B0226015699,,,"-12,154.00", 24/02/2026, HDFCH00821663321," NETBANK, MUMBAI"
, Mukesh Kumar J-1100B0226015711,,,"-8,576.00", 24/02/2026, HDFCH00821664083," NETBANK, MUMBAI"
, Prdeep Kumar-1100B0226015716,,,"-7,000.00", 24/02/2026, HDFCH00821663324," NETBANK, MUMBAI"
, Avnish Pal-1100B0226015725,,,"-4,953.73", 24/02/2026, 602247162242," NETBANK, MUMBAI"
, Ram Gopal-1100B0226015710,,,"-4,133.89", 24/02/2026, HDFCH00821664963," NETBANK, MUMBAI"
, Ishwar Das Hal-1100B0226015703,,,-847, 24/02/2026, HDFCH00821664969," NETBANK, MUMBAI"
, Pankaj Gahlot-1100B0226015718,,,"-21,034.00", 24/02/2026, HDFCH00821663330," NETBANK, MUMBAI"
, Ashish Kumar G-1100B0226015724,,,"-2,000.00", 24/02/2026, 602247162240," NETBANK, MUMBAI"
, Puneesh Lamba-1100B0226015731,,,-630, 24/02/2026, HDFCH00821664088," NETBANK, MUMBAI"
, Himanshu Gupta-1100B0226015704,,,"-14,896.00", 24/02/2026, HDFCH00821664983," NETBANK, MUMBAI"
, Ajay Kumar Pra-1100B0226015737,,,"-7,468.00", 24/02/2026, 602247162270," NETBANK, MUMBAI"
, KALPIT KUMAR D-1100B0226015728,,,"-3,100.00", 24/02/2026, HDFCH00821662163," NETBANK, MUMBAI"
, Jaswant Sharma-1100B0226015702,,,"-14,637.42", 24/02/2026, HDFCH00821664982," NETBANK, MUMBAI"
, Tulsi Ram Yada-1100B0226015700,,,"-10,844.00", 24/02/2026, HDFCH00821662176," NETBANK, MUMBAI"
, Ravi Kant sing-1100B0226015738,,,"-1,951.98", 24/02/2026, 602247162272," NETBANK, MUMBAI"
, Rishabh Saini-1100B0226015730,,,"-3,017.00", 24/02/2026, HDFCH00821664988," NETBANK, MUMBAI"
, Naveen Kumar Y-1100B0226015722,,,"-9,300.00", 24/02/2026, 602247162236," NETBANK, MUMBAI"
, Shivam Gupta-1100B0226015741,,,"-1,301.00", 24/02/2026, HDFCH00821662196," NETBANK, MUMBAI"
, Rahul Malake-1100B0226015743,,,"-2,560.00", 24/02/2026, 602247162282," NETBANK, MUMBAI"
, Anup kumar sin-1100B0226015736,,,"-2,856.00", 24/02/2026, HDFCH00821664098," NETBANK, MUMBAI"
, VISHAL CHAUHAN-1100B0226015734,,,"-2,551.84", 24/02/2026, HDFCH00821659888," NETBANK, MUMBAI"
, Pawan-1100B0226015720,,,"-24,523.00", 24/02/2026, 602247162232," NETBANK, MUMBAI"
, Bhagat Singh-1100B0226015717,,,"-1,312.55", 24/02/2026, HDFCH00821665045," NETBANK, MUMBAI"
, Rahul Verma-1100B0226015744,,,"-1,740.23", 24/02/2026, HDFCH00821666044," NETBANK, MUMBAI"
, Harish Tripath-1100B0226015709,,,"-10,000.00", 24/02/2026, HDFCH00821666913," NETBANK, MUMBAI"
, Sanjay Dubey-1100B0226015732,,,"-7,561.00", 24/02/2026, HDFCH00821666060," NETBANK, MUMBAI"
, Rishabh Khalia-1100B0226015735,,,"-1,084.00", 24/02/2026, HDFCH00821666921," NETBANK, MUMBAI"
, Harsh Kumar-1100B0226015727,,,"-6,039.00", 24/02/2026, HDFCH00821665110," NETBANK, MUMBAI"
, Anil Kumar Sha-1100B0226015708,,,"-4,883.00", 24/02/2026, HDFCH00821666942," NETBANK, MUMBAI"
, Vishal Vairagi-1100B0226015713,,,"-10,810.00", 24/02/2026, HDFCH00821666943," NETBANK, MUMBAI"
, Mohd Khizar-1100B0226015726,,,"-2,940.01", 24/02/2026, HDFCH00821664131," NETBANK, MUMBAI"
, parth parekh-1100B0226015715,,,"-2,397.00", 24/02/2026, HDFCH00821663533," NETBANK, MUMBAI"
, Ishan Aggarwal-1100B0226015733,,,"-2,810.00", 24/02/2026, HDFCH00821666964," NETBANK, MUMBAI"
, Manbir Singh R-1100B0226015701,,,"-1,296.00", 24/02/2026, HDFCH00821664141," NETBANK, MUMBAI"
, L P HOSPITALIT-1100B0226015755,,,"-8,170.00", 24/02/2026, 602247301206," NETBANK, MUMBAI"
, RTGS Cr ECMS-ICIC0000011-CMRLTD151LCU101303-DEEPAK TRADERS-036705501505,," 800,000.00",, 24/02/2026, ICICR42026022400552806, FORT
, FT Cr ECMS-CMRLTD201LCU100820-MOHINI INDUSTRIES-50200033588193,," 1,525,500.00",, 24/02/2026, NBKDEVZ2IEM9VBW9," NETBANK, MUMBAI"
, RTGS Cr ECMS-CNRB0018597-CMRGR1100LCU101967-BUDDHA IMPEX INC-85971010005322,," 5,601,460.00",, 24/02/2026, CNRBR52026022478422077, FORT
, ALPHA METALS -1100B0226015651,,,"-2,206,521.30", 24/02/2026, HDFCH00821846850," NETBANK, MUMBAI"
, PVA ALLOYS-1100B0226015647,,,"-1,002,739.50", 24/02/2026, HDFCH00821851047," NETBANK, MUMBAI"
, IMPS CR ECMS-9015-CMRGR1100LCU101497-M S MISHKA-125008337385,," 300,000.00",, 24/02/2026, 605516536089, FARIDABAD HARYANA
, RTGS Cr ECMS-ICIC0000011-CMRLTD151LCU101303-DEEPAK TRADERS-036705501505,," 500,000.00",, 24/02/2026, ICICR42026022400560027, FORT
, IMPS CR ECMS-9211-CMRLTD151LCU101497-MSMISHKAENTERPRISES-922020029366005,," 500,000.00",, 24/02/2026, 605521071938, FARIDABAD HARYANA
, INW 190226I049906717 USD40995.0@90.91,," 3,726,855.45",, 24/02/2026, 240226391384," NETBANK, MUMBAI"
, 190226I049906717 DPO2605514513400 IGST,,,"-1,480.83", 24/02/2026, 240226391391," NETBANK, MUMBAI"
, FCY OUTWARD REMITTANCE,,,"-835,375.03", 24/02/2026, 612FT01260550055," KUNDLI, SONEPAT"
, LIQUIDATION OF IMP COLL BILL,,,"-7,832,759.84", 24/02/2026, 612BC05253580001," KUNDLI, SONEPAT"
, LIQUIDATION OF IMP COLL BILL,,,"-8,076,295.00", 24/02/2026, 612BC05253580002," KUNDLI, SONEPAT"
, LIQUIDATION OF IMP COLL BILL,,,"-3,687,231.29", 24/02/2026, 612BC05260470007," KUNDLI, SONEPAT"
, LIQUIDATION OF IMP COLL BILL,,,"-3,539,748.42", 24/02/2026, 612BC05260340002," KUNDLI, SONEPAT"
, RTGS Cr-SBIN0004298-CMR TOYOTSU ALUMINIUM INDIA PVT LT-Century Metal Recycling Limited-SBINR12026022417863878,," 10,000,000.00",, 24/02/2026, SBINR12026022417863878, CMS TF WBO MUMBAI
, RTGS Cr-SBIN0004298-CMR TOYOTSU ALUMINIUM INDIA PVT LT-Century Metal Recycling Limited-SBINR12026022417863877,," 10,000,000.00",, 24/02/2026, SBINR12026022417863877, CMS TF WBO MUMBAI
, RTGS Cr-SBIN0004298-CMR TOYOTSU ALUMINIUM INDIA PVT LT-Century Metal Recycling Limited-SBINR12026022417863881,," 10,000,000.00",, 24/02/2026, SBINR12026022417863881, CMS TF WBO MUMBAI
, RTGS Cr-SBIN0004298-CMR TOYOTSU ALUMINIUM INDIA PVT LT-Century Metal Recycling Limited-SBINR12026022417863840,," 10,000,000.00",, 24/02/2026, SBINR12026022417863840, CMS TF WBO MUMBAI
, RTGS Cr-SBIN0004298-CMR TOYOTSU ALUMINIUM INDIA PVT LT-Century Metal Recycling Limited-SBINR12026022417863879,," 10,000,000.00",, 24/02/2026, SBINR12026022417863879, CMS TF WBO MUMBAI
, LIQUIDATION OF IMP COLL BILL,,,"-2,770,231.13", 24/02/2026, 612BC05260480009," KUNDLI, SONEPAT"
, FT Cr ECMS-CMRGR1100LCU101816-BANSAL STEEL-50200081672661,," 2,204,830.00",, 24/02/2026, 1485259473, CBX Internet System Mumbai
, FT Cr ECMS-CMRGR1100LCU101661-MOURYA ENTERPRISES-50200068028400,," 1,000,000.00",, 24/02/2026, HDFC0860E34301DB," NETBANK, MUMBAI"
, 0002376638-23 02 2026-HDFC6416,," 24,954,013.99",, 24/02/2026, 602236437153," NETBANK, MUMBAI"
, KOTHARI METAL -1100B0226015650,,,"-7,977,020.59", 24/02/2026, HDFCH00822319973," NETBANK, MUMBAI"
, JAIHIND STEEL -1100B0226015648,,,"-2,854,454.76", 24/02/2026, HDFCH00822323822," NETBANK, MUMBAI"
, OMKAR METAL-1100B0226015649,,,"-8,156,873.82", 24/02/2026, HDFCH00822319989," NETBANK, MUMBAI"
, FT-HIZINC7795-Hindustan Zinc Ltd.,,,"-15,386,949.15", 24/02/2026, 602236141557," NETBANK, MUMBAI"
, Shri Ram Pisto-1100B0226015545,,,"-7,639,920.00", 24/02/2026, 602236191149," NETBANK, MUMBAI"
, SCOPE OVERSEAS-1100B0226015607,,,"-3,350,817.63", 24/02/2026, 602236198348," NETBANK, MUMBAI"
, SHREE KALYAN C-1100B0226015513,,,"-7,421,740.00", 24/02/2026, HDFCH00822332813," NETBANK, MUMBAI"
, HARASHIVA META-1100B0226015605,,,"-12,680,312.32", 24/02/2026, HDFCH00822333890," NETBANK, MUMBAI"
, Altek Metalcas-1100B0226015566,,,"-3,417,874.55", 24/02/2026, HDFCH00822333902," NETBANK, MUMBAI"
, PARAS PETROPLA-1100B0226015603,,,"-2,573,097.65", 24/02/2026, HDFCH00822334743," NETBANK, MUMBAI"
, IMPS CR ECMS-9211-CMRLTD151LCU101486-ADITYAENTERPRISES-921020054868210,," 355,000.00",, 24/02/2026, 605521903837, FARIDABAD HARYANA
, 50100520109904-Shubham Bhargav 11300,,,"-177,059.00", 24/02/2026, 602247364156," NETBANK, MUMBAI"
